Date,ERST
2022-03-24 00:00:00,62.39
2022-03-23 00:00:00,65.92
2022-03-22 00:00:00,65.63
2022-03-21 00:00:00,66.16
2022-03-18 00:00:00,61.51
2022-03-17 00:00:00,63.98
2022-03-16 00:00:00,69.17
2022-03-15 00:00:00,69.53
2022-03-14 00:00:00,69.95
2022-03-11 00:00:00,70.27
2022-03-10 00:00:00,67.94
2022-03-09 00:00:00,75.36
2022-03-08 00:00:00,77.24
2022-03-07 00:00:00,73.67
2022-03-04 00:00:00,68.58
2022-03-03 00:00:00,66.26
2022-03-02 00:00:00,65.73
2022-03-01 00:00:00,62.7
2022-02-28 00:00:00,60.56
2022-02-25 00:00:00,64.95
2022-02-24 00:00:00,63.03
2022-02-23 00:00:00,61.99
2022-02-22 00:00:00,61.41
2022-02-21 00:00:00,60.9
2022-02-18 00:00:00,59.61
2022-02-17 00:00:00,58.28
2022-02-16 00:00:00,57.97
2022-02-15 00:00:00,60.26
2022-02-14 00:00:00,58.41
2022-02-11 00:00:00,57.51
2022-02-10 00:00:00,55.28
2022-02-09 00:00:00,56.47
2022-02-08 00:00:00,58.51
2022-02-07 00:00:00,58.21
2022-02-04 00:00:00,54.9
2022-02-03 00:00:00,51.17
2022-02-02 00:00:00,52.1
2022-02-01 00:00:00,53.27
2022-01-31 00:00:00,53.61
2022-01-28 00:00:00,51.8
2022-01-27 00:00:00,51.11
2022-01-26 00:00:00,51.99
2022-01-25 00:00:00,52.46
2022-01-24 00:00:00,50.42
2022-01-21 00:00:00,49.22
2022-01-20 00:00:00,49.15
2022-01-19 00:00:00,49.5
2022-01-18 00:00:00,48.37
2022-01-17 00:00:00,47.84
2022-01-14 00:00:00,46.87
2022-01-13 00:00:00,46.23
2022-01-12 00:00:00,47.1
2022-01-11 00:00:00,47.37
2022-01-10 00:00:00,46.85
2022-01-07 00:00:00,45.76
2022-01-06 00:00:00,44.69
2022-01-05 00:00:00,44.12
2022-01-04 00:00:00,44
2022-01-03 00:00:00,44
2021-12-31 00:00:00,44.39
2021-12-30 00:00:00,44.63
2021-12-29 00:00:00,44.18
2021-12-28 00:00:00,44.17
2021-12-27 00:00:00,45.26
2021-12-24 00:00:00,45.23
2021-12-23 00:00:00,45.79
2021-12-22 00:00:00,46.33
2021-12-21 00:00:00,46.33
2021-12-20 00:00:00,46.5
2021-12-17 00:00:00,47.17
2021-12-16 00:00:00,47.18
2021-12-15 00:00:00,47.67
2021-12-14 00:00:00,43.41
2021-12-13 00:00:00,43.12
2021-12-10 00:00:00,43.72
2021-12-09 00:00:00,44.32
2021-12-08 00:00:00,44.37
2021-12-07 00:00:00,46.72
2021-12-06 00:00:00,46.84
2021-12-03 00:00:00,46.86
2021-12-02 00:00:00,45.93
2021-12-01 00:00:00,46.97
2021-11-30 00:00:00,46.42
2021-11-29 00:00:00,47.59
2021-11-26 00:00:00,45
2021-11-25 00:00:00,43.29
2021-11-24 00:00:00,42.7
2021-11-23 00:00:00,41.6
2021-11-22 00:00:00,41.61
2021-11-19 00:00:00,40.94
2021-11-18 00:00:00,41.24
2021-11-17 00:00:00,40.86
2021-11-16 00:00:00,40.86
2021-11-15 00:00:00,40.72
2021-11-12 00:00:00,40.74
2021-11-11 00:00:00,40.01
2021-11-10 00:00:00,39.83
2021-11-09 00:00:00,39.17
2021-11-08 00:00:00,39.21
2021-11-05 00:00:00,40.06
2021-11-04 00:00:00,41.08
2021-11-03 00:00:00,41.6
2021-11-02 00:00:00,42.14
2021-11-01 00:00:00,41.81
2021-10-29 00:00:00,40.6
2021-10-28 00:00:00,39.74
2021-10-27 00:00:00,39.74
2021-10-26 00:00:00,40.43
2021-10-25 00:00:00,40.26
2021-10-22 00:00:00,40.5
2021-10-21 00:00:00,40.21
2021-10-20 00:00:00,40.4
2021-10-19 00:00:00,41.15
2021-10-18 00:00:00,40.82
2021-10-15 00:00:00,41.45
2021-10-14 00:00:00,42.78
2021-10-13 00:00:00,42.78
2021-10-12 00:00:00,42.84
2021-10-11 00:00:00,41.76
2021-10-08 00:00:00,41
2021-10-07 00:00:00,41.85
2021-10-06 00:00:00,40.93
2021-10-05 00:00:00,37.49
2021-10-04 00:00:00,36.87
2021-10-01 00:00:00,36.72
2021-09-30 00:00:00,36.53
2021-09-29 00:00:00,36.83
2021-09-28 00:00:00,36.04
2021-09-27 00:00:00,41.25
2021-09-24 00:00:00,41.46
2021-09-23 00:00:00,41.32
2021-09-22 00:00:00,41.74
2021-09-21 00:00:00,42.09
2021-09-20 00:00:00,42.23
2021-09-17 00:00:00,39.16
2021-09-16 00:00:00,39.47
2021-09-15 00:00:00,39.43
2021-09-14 00:00:00,39.78
2021-09-13 00:00:00,41.93
2021-09-10 00:00:00,42.05
2021-09-09 00:00:00,42.26
2021-09-08 00:00:00,42.36
2021-09-07 00:00:00,42.43
2021-09-06 00:00:00,42.29
2021-09-03 00:00:00,42.1
2021-09-02 00:00:00,42.09
