Date,DB
2022-04-27 00:00:00,255.171
2022-04-26 00:00:00,249.227
2022-04-25 00:00:00,239.806
2022-04-22 00:00:00,228.326
2022-04-21 00:00:00,226.19
2022-04-20 00:00:00,228.111
2022-04-19 00:00:00,233.021
2022-04-18 00:00:00,226.983
2022-04-15 00:00:00,226.895
2022-04-14 00:00:00,226.912
2022-04-13 00:00:00,226.979
2022-04-12 00:00:00,224.572
2022-04-11 00:00:00,220.978
2022-04-08 00:00:00,222.317
2022-04-07 00:00:00,220.342
2022-04-06 00:00:00,218.46
2022-04-05 00:00:00,215.596
2022-04-04 00:00:00,212.398
2022-04-01 00:00:00,213.287
2022-03-31 00:00:00,213.553
2022-03-30 00:00:00,211.968
2022-03-29 00:00:00,211.619
2022-03-28 00:00:00,237.888
2022-03-25 00:00:00,232.945
2022-03-24 00:00:00,235.521
2022-03-23 00:00:00,232.879
2022-03-22 00:00:00,232.249
2022-03-21 00:00:00,233.384
2022-03-18 00:00:00,224.385
2022-03-17 00:00:00,220.435
2022-03-16 00:00:00,218.464
2022-03-15 00:00:00,238.462
2022-03-14 00:00:00,232.121
2022-03-11 00:00:00,234.388
2022-03-10 00:00:00,237.425
2022-03-09 00:00:00,234.076
2022-03-08 00:00:00,257.176
2022-03-07 00:00:00,264.281
2022-03-04 00:00:00,223.038
2022-03-03 00:00:00,208.058
2022-03-02 00:00:00,199.664
2022-03-01 00:00:00,194.232
2022-02-28 00:00:00,187.382
2022-02-25 00:00:00,175.359
2022-02-24 00:00:00,190.68
2022-02-23 00:00:00,176.878
2022-02-22 00:00:00,178.484
2022-02-21 00:00:00,178.686
2022-02-18 00:00:00,174.459
2022-02-17 00:00:00,169.823
2022-02-16 00:00:00,166.974
2022-02-15 00:00:00,169.141
2022-02-14 00:00:00,192.964
2022-02-11 00:00:00,186.443
2022-02-10 00:00:00,179.921
2022-02-09 00:00:00,173.434
2022-02-08 00:00:00,178.069
2022-02-07 00:00:00,184.788
2022-02-04 00:00:00,179.371
2022-02-03 00:00:00,167.517
2022-02-02 00:00:00,157.154
2022-02-01 00:00:00,158.975
2022-01-31 00:00:00,164.583
2022-01-28 00:00:00,164.688
2022-01-27 00:00:00,158.197
2022-01-26 00:00:00,158.379
2022-01-25 00:00:00,161.408
2022-01-24 00:00:00,161.989
2022-01-21 00:00:00,156.101
