Date,DANK
2021-12-13 00:00:00,130.85
2021-12-10 00:00:00,133.41
2021-12-09 00:00:00,134.47
2021-12-08 00:00:00,137.04
2021-12-07 00:00:00,136.28
2021-12-06 00:00:00,141.65
2021-12-03 00:00:00,140.32
2021-12-02 00:00:00,140.38
2021-12-01 00:00:00,138.24
2021-11-30 00:00:00,141.3
2021-11-29 00:00:00,138.03
2021-11-26 00:00:00,143.13
2021-11-25 00:00:00,133.39
2021-11-24 00:00:00,131.02
2021-11-23 00:00:00,129.51
2021-11-22 00:00:00,126.7
2021-11-19 00:00:00,127.31
2021-11-18 00:00:00,125.02
2021-11-17 00:00:00,125.7
2021-11-16 00:00:00,124.03
2021-11-15 00:00:00,122.29
2021-11-12 00:00:00,122.69
2021-11-11 00:00:00,121.14
2021-11-10 00:00:00,120.49
2021-11-09 00:00:00,119.18
2021-11-08 00:00:00,117.69
2021-11-05 00:00:00,117.69
2021-11-04 00:00:00,118
2021-11-03 00:00:00,123.29
2021-11-02 00:00:00,125.15
2021-11-01 00:00:00,126.23
2021-10-29 00:00:00,125.39
2021-10-28 00:00:00,121.51
2021-10-27 00:00:00,119.84
2021-10-26 00:00:00,119.79
2021-10-25 00:00:00,122.23
2021-10-22 00:00:00,121.51
2021-10-21 00:00:00,121.37
2021-10-20 00:00:00,121.51
2021-10-19 00:00:00,122.11
2021-10-18 00:00:00,124.14
2021-10-15 00:00:00,122.53
2021-10-14 00:00:00,124.66
2021-10-13 00:00:00,128.09
2021-10-12 00:00:00,130.33
2021-10-11 00:00:00,127.78
2021-10-08 00:00:00,125.17
2021-10-07 00:00:00,123.98
2021-10-06 00:00:00,123.3
2021-10-05 00:00:00,120.29
2021-10-04 00:00:00,119.76
2021-10-01 00:00:00,118.52
2021-09-30 00:00:00,116.49
2021-09-29 00:00:00,115.33
2021-09-28 00:00:00,115.74
2021-09-27 00:00:00,113.59
2021-09-24 00:00:00,113.83
2021-09-23 00:00:00,113.57
2021-09-22 00:00:00,115.15
2021-09-21 00:00:00,117.78
2021-09-20 00:00:00,117.78
2021-09-17 00:00:00,104.79
2021-09-16 00:00:00,104.75
2021-09-15 00:00:00,107.49
2021-09-14 00:00:00,108.4
2021-09-13 00:00:00,109.36
2021-09-10 00:00:00,110.25
2021-09-09 00:00:00,110.4
2021-09-08 00:00:00,110.79
2021-09-07 00:00:00,111.04
2021-09-06 00:00:00,110.86
2021-09-03 00:00:00,113.42
