Date,HESLN
2021-10-08 00:00:00,41.37
2021-10-07 00:00:00,39.55
2021-10-06 00:00:00,41.73
2021-10-05 00:00:00,42.49
2021-10-04 00:00:00,40.24
2021-10-01 00:00:00,38.6
2021-09-30 00:00:00,42.58
2021-09-29 00:00:00,40.7
2021-09-28 00:00:00,42.69
2021-09-27 00:00:00,41.76
2021-09-24 00:00:00,42.68
2021-09-23 00:00:00,41.42
2021-09-22 00:00:00,41.43
2021-09-21 00:00:00,39.5
2021-09-20 00:00:00,40.84
2021-09-17 00:00:00,41.78
2021-09-16 00:00:00,41.8
2021-09-15 00:00:00,41.78
2021-09-14 00:00:00,41.61
2021-09-13 00:00:00,38.52
2021-09-10 00:00:00,38.51
2021-09-09 00:00:00,38.52
2021-09-08 00:00:00,38.52
2021-09-07 00:00:00,38.52
2021-09-06 00:00:00,38.52
2021-09-03 00:00:00,38.52
