Date,CRAG
2023-04-20 00:00:00,137.663
2023-04-19 00:00:00,129.88
2023-04-18 00:00:00,126.256
2023-04-17 00:00:00,129.281
2023-04-14 00:00:00,130.525
2023-04-13 00:00:00,133.589
2023-04-12 00:00:00,133.659
2023-04-11 00:00:00,139.206
2023-04-10 00:00:00,148.684
2023-04-07 00:00:00,148.49
2023-04-06 00:00:00,148.322
2023-04-05 00:00:00,126.172
2023-04-04 00:00:00,142.904
2023-04-03 00:00:00,144.482
2023-03-31 00:00:00,147.786
2023-03-30 00:00:00,156.169
2023-03-29 00:00:00,177.791
2023-03-28 00:00:00,186.434
2023-03-27 00:00:00,185.131
2023-03-24 00:00:00,188.825
2023-03-23 00:00:00,174.331
2023-03-22 00:00:00,156.76
2023-03-21 00:00:00,158.764
2023-03-20 00:00:00,188.729
2023-03-17 00:00:00,180.943
2023-03-16 00:00:00,174.648
2023-03-15 00:00:00,168.357
2023-03-14 00:00:00,141.818
2023-03-13 00:00:00,148.682
2023-03-10 00:00:00,128.929
2023-03-09 00:00:00,119.093
2023-03-08 00:00:00,115.345
2023-03-07 00:00:00,114.388
2023-03-06 00:00:00,113.999
2023-03-03 00:00:00,97.943
2023-03-02 00:00:00,118.087
2023-03-01 00:00:00,118.486
2023-02-28 00:00:00,119.915
2023-02-27 00:00:00,119.129
2023-02-24 00:00:00,122.766
2023-02-23 00:00:00,120.134
2023-02-22 00:00:00,123.942
2023-02-21 00:00:00,121.818
2023-02-20 00:00:00,116.634
2023-02-17 00:00:00,116.838
2023-02-16 00:00:00,115.325
2023-02-15 00:00:00,116.087
2023-02-14 00:00:00,116.869
2023-02-13 00:00:00,119.459
2023-02-10 00:00:00,117.973
2023-02-09 00:00:00,111.466
2023-02-08 00:00:00,112.54
2023-02-07 00:00:00,112.351
2023-02-06 00:00:00,113.594
2023-02-03 00:00:00,110.011
2023-02-02 00:00:00,112.098
2023-02-01 00:00:00,119.575
2023-01-31 00:00:00,121.076
2023-01-30 00:00:00,123.297
2023-01-27 00:00:00,118.943
2023-01-26 00:00:00,119.663
2023-01-25 00:00:00,121.266
2023-01-24 00:00:00,119.774
2023-01-23 00:00:00,121.617
2023-01-20 00:00:00,125.041
2023-01-19 00:00:00,123.029
2023-01-18 00:00:00,118.47
2023-01-17 00:00:00,120.565
2023-01-16 00:00:00,120.867
2023-01-13 00:00:00,119.594
2023-01-12 00:00:00,119.634
2023-01-11 00:00:00,121.091
2023-01-10 00:00:00,123.237
2023-01-09 00:00:00,122.583
2023-01-06 00:00:00,127.528
2023-01-05 00:00:00,129.243
2023-01-04 00:00:00,128.144
2023-01-03 00:00:00,131.836
2023-01-02 00:00:00,137.575
2022-12-30 00:00:00,138.255
2022-12-29 00:00:00,140.602
2022-12-28 00:00:00,141.229
2022-12-27 00:00:00,141.626
2022-12-26 00:00:00,140.849
2022-12-23 00:00:00,141.408
2022-12-22 00:00:00,144.37
2022-12-21 00:00:00,144.941
2022-12-20 00:00:00,143.249
2022-12-19 00:00:00,140.062
2022-12-16 00:00:00,141.619
2022-12-15 00:00:00,137.205
2022-12-14 00:00:00,128.975
2022-12-13 00:00:00,128.394
2022-12-12 00:00:00,135.49
2022-12-09 00:00:00,135.055
2022-12-08 00:00:00,136.909
2022-12-07 00:00:00,136.458
2022-12-06 00:00:00,135.136
2022-12-05 00:00:00,133.34
2022-12-02 00:00:00,132.781
2022-12-01 00:00:00,129.867
2022-11-30 00:00:00,134.83
2022-11-29 00:00:00,132.945
2022-11-28 00:00:00,134.602
2022-11-25 00:00:00,129.928
2022-11-24 00:00:00,129.287
2022-11-23 00:00:00,132.422
2022-11-22 00:00:00,136.222
2022-11-21 00:00:00,143.907
2022-11-18 00:00:00,142.05
2022-11-17 00:00:00,147.949
2022-11-16 00:00:00,143.221
2022-11-15 00:00:00,138.048
2022-11-14 00:00:00,142.706
2022-11-11 00:00:00,143.305
2022-11-10 00:00:00,151.505
2022-11-09 00:00:00,159.883
2022-11-08 00:00:00,156.134
2022-11-07 00:00:00,159.184
2022-11-04 00:00:00,164.798
2022-11-03 00:00:00,174.386
2022-11-02 00:00:00,168.953
2022-11-01 00:00:00,163.233
2022-10-31 00:00:00,167.673
2022-10-28 00:00:00,167.415
2022-10-27 00:00:00,161.441
2022-10-26 00:00:00,162.253
2022-10-25 00:00:00,164.554
2022-10-24 00:00:00,179.94
2022-10-21 00:00:00,189.114
2022-10-20 00:00:00,186.261
2022-10-19 00:00:00,186.623
2022-10-18 00:00:00,184.652
2022-10-17 00:00:00,189.648
2022-10-14 00:00:00,196.066
2022-10-13 00:00:00,206.951
2022-10-12 00:00:00,207.703
2022-10-11 00:00:00,196.882
2022-10-10 00:00:00,190.929
2022-10-07 00:00:00,184.786
2022-10-06 00:00:00,181.219
2022-10-05 00:00:00,187.286
2022-10-04 00:00:00,180.222
2022-10-03 00:00:00,196.807
2022-09-30 00:00:00,198.524
2022-09-29 00:00:00,206.207
2022-09-28 00:00:00,196.673
2022-09-27 00:00:00,192.117
2022-09-26 00:00:00,195.815
2022-09-23 00:00:00,187.514
2022-09-22 00:00:00,181.405
2022-09-21 00:00:00,180.187
2022-09-20 00:00:00,177.58
2022-09-19 00:00:00,163.258
2022-09-16 00:00:00,162.797
2022-09-15 00:00:00,155.862
2022-09-14 00:00:00,155.693
2022-09-13 00:00:00,157.929
2022-09-12 00:00:00,152.031
2022-09-09 00:00:00,155.785
2022-09-08 00:00:00,167.584
2022-09-07 00:00:00,170.261
2022-09-06 00:00:00,172.243
2022-09-05 00:00:00,179.045
2022-09-02 00:00:00,174.33
2022-09-01 00:00:00,183.716
2022-08-31 00:00:00,176.581
2022-08-30 00:00:00,169.174
2022-08-29 00:00:00,161.895
2022-08-26 00:00:00,161.593
2022-08-25 00:00:00,158.383
2022-08-24 00:00:00,162.355
2022-08-23 00:00:00,161.817
2022-08-22 00:00:00,162.419
2022-08-19 00:00:00,148.464
2022-08-18 00:00:00,143.299
2022-08-17 00:00:00,144.485
2022-08-16 00:00:00,140.347
2022-08-15 00:00:00,137.77
2022-08-12 00:00:00,141.818
2022-08-11 00:00:00,144.697
2022-08-10 00:00:00,149.221
2022-08-09 00:00:00,154.332
2022-08-08 00:00:00,152.151
2022-08-05 00:00:00,157.147
2022-08-04 00:00:00,157.197
2022-08-03 00:00:00,160.869
2022-08-02 00:00:00,165.478
2022-08-01 00:00:00,159.632
2022-07-29 00:00:00,160.633
2022-07-28 00:00:00,173.227
2022-07-27 00:00:00,177.328
2022-07-26 00:00:00,179.509
2022-07-25 00:00:00,165.66
2022-07-22 00:00:00,168.455
2022-07-21 00:00:00,173.987
2022-07-20 00:00:00,173.087
2022-07-19 00:00:00,160.709
2022-07-18 00:00:00,168.756
2022-07-15 00:00:00,172.921
2022-07-14 00:00:00,176.139
2022-07-13 00:00:00,170.736
2022-07-12 00:00:00,169.895
2022-07-11 00:00:00,167.226
2022-07-08 00:00:00,164.807
2022-07-07 00:00:00,165.712
2022-07-06 00:00:00,175.591
2022-07-05 00:00:00,175.243
2022-07-04 00:00:00,168.517
2022-07-01 00:00:00,169.055
2022-06-30 00:00:00,170.717
2022-06-29 00:00:00,162.357
2022-06-28 00:00:00,181.669
2022-06-27 00:00:00,155.262
2022-06-24 00:00:00,159.954
2022-06-23 00:00:00,163.463
2022-06-22 00:00:00,153.971
2022-06-21 00:00:00,151.869
2022-06-20 00:00:00,157.426
2022-06-17 00:00:00,162.516
2022-06-16 00:00:00,164.407
2022-06-15 00:00:00,157.153
2022-06-14 00:00:00,162.911
2022-06-13 00:00:00,160.108
