Date,LBBW
2023-06-14 00:00:00,46.98
2023-06-13 00:00:00,46.94
2023-06-12 00:00:00,46.785
2023-06-09 00:00:00,46.805
2023-06-08 00:00:00,46.7
2023-06-07 00:00:00,46.9
2023-06-06 00:00:00,47.13
2023-06-05 00:00:00,46.885
2023-06-02 00:00:00,47.845
2023-06-01 00:00:00,48.565
2023-05-31 00:00:00,48.175
2023-05-30 00:00:00,49.895
2023-05-29 00:00:00,47.93
2023-05-26 00:00:00,49.455
2023-05-25 00:00:00,49.39
2023-05-24 00:00:00,48.4
2023-05-23 00:00:00,48.515
2023-05-22 00:00:00,48.265
2023-05-19 00:00:00,49.1
2023-05-18 00:00:00,50.19
2023-05-17 00:00:00,50.03
2023-05-16 00:00:00,50.325
2023-05-15 00:00:00,51.07
2023-05-12 00:00:00,50.86
2023-05-11 00:00:00,50.985
2023-05-10 00:00:00,50.955
2023-05-09 00:00:00,51.215
2023-05-08 00:00:00,52.245
2023-05-05 00:00:00,52.18
2023-05-04 00:00:00,51.315
2023-05-03 00:00:00,51.235
2023-05-02 00:00:00,49.83
2023-05-01 00:00:00,49.8
2023-04-28 00:00:00,49.63
2023-04-27 00:00:00,50.74
2023-04-26 00:00:00,49.845
2023-04-25 00:00:00,48.66
2023-04-24 00:00:00,49.155
2023-04-21 00:00:00,48.685
2023-04-20 00:00:00,48.11
2023-04-19 00:00:00,47.745
2023-04-18 00:00:00,48.375
2023-04-17 00:00:00,48.65
2023-04-14 00:00:00,49.49
2023-04-13 00:00:00,50.015
2023-04-12 00:00:00,51.15
2023-04-11 00:00:00,51.13
2023-04-10 00:00:00,49.9
2023-04-07 00:00:00,51.565
2023-04-06 00:00:00,51.755
2023-04-05 00:00:00,50.915
2023-04-04 00:00:00,49.895
2023-04-03 00:00:00,49.635
2023-03-31 00:00:00,49.985
2023-03-30 00:00:00,52.485
2023-03-29 00:00:00,50.7
2023-03-28 00:00:00,51.035
2023-03-27 00:00:00,51.63
2023-03-24 00:00:00,51.645
2023-03-23 00:00:00,50.91
2023-03-22 00:00:00,55.675
2023-03-21 00:00:00,55.635
2023-03-20 00:00:00,58.515
2023-03-17 00:00:00,55.95
2023-03-16 00:00:00,56.935
2023-03-15 00:00:00,49.255
2023-03-14 00:00:00,47.21
2023-03-13 00:00:00,46.975
2023-03-10 00:00:00,44.49
2023-03-09 00:00:00,43.955
2023-03-08 00:00:00,43.595
2023-03-07 00:00:00,44.14
2023-03-06 00:00:00,44.56
2023-03-03 00:00:00,44.935
2023-03-02 00:00:00,44.73
2023-03-01 00:00:00,44.555
2023-02-28 00:00:00,44.65
2023-02-27 00:00:00,45.165
2023-02-24 00:00:00,44.955
2023-02-23 00:00:00,45.695
2023-02-22 00:00:00,44.72
2023-02-21 00:00:00,45.91
2023-02-20 00:00:00,43.95
2023-02-17 00:00:00,43.875
2023-02-16 00:00:00,44.42
2023-02-15 00:00:00,44.215
2023-02-14 00:00:00,44.885
2023-02-13 00:00:00,44.795
2023-02-10 00:00:00,43.895
