Date,BNP
2023-07-11 00:00:00,125.825
2023-07-10 00:00:00,130.435
2023-07-07 00:00:00,134.5
2023-07-06 00:00:00,135.275
2023-07-05 00:00:00,130.1
2023-07-04 00:00:00,129.995
2023-07-03 00:00:00,129.14
2023-06-30 00:00:00,133.88
2023-06-29 00:00:00,137.5
2023-06-28 00:00:00,140.875
2023-06-27 00:00:00,143.67
2023-06-26 00:00:00,146.18
2023-06-23 00:00:00,144.96
2023-06-22 00:00:00,143.505
2023-06-21 00:00:00,142.865
2023-06-20 00:00:00,142.035
2023-06-19 00:00:00,140.275
2023-06-16 00:00:00,139.795
2023-06-15 00:00:00,145.035
2023-06-14 00:00:00,141.11
2023-06-13 00:00:00,137.8
2023-06-12 00:00:00,136.1
2023-06-09 00:00:00,136.695
2023-06-08 00:00:00,137.69
2023-06-07 00:00:00,136.07
2023-06-06 00:00:00,136.76
2023-06-05 00:00:00,139.19
2023-06-02 00:00:00,138.715
2023-06-01 00:00:00,140.26
2023-05-31 00:00:00,142.96
2023-05-30 00:00:00,139.145
2023-05-29 00:00:00,139.715
2023-05-26 00:00:00,140.855
2023-05-25 00:00:00,145.38
2023-05-24 00:00:00,147.925
2023-05-23 00:00:00,143.77
2023-05-22 00:00:00,143.825
2023-05-19 00:00:00,145.865
2023-05-18 00:00:00,153.28
2023-05-17 00:00:00,159.36
2023-05-16 00:00:00,159.505
2023-05-15 00:00:00,160.5
2023-05-12 00:00:00,159.955
2023-05-11 00:00:00,165.87
2023-05-10 00:00:00,169.5
2023-05-09 00:00:00,169.655
2023-05-08 00:00:00,163.675
2023-05-05 00:00:00,163.11
2023-05-04 00:00:00,170.855
2023-05-03 00:00:00,163.31
2023-05-02 00:00:00,160.07
2023-05-01 00:00:00,157.24
2023-04-28 00:00:00,156.35
2023-04-27 00:00:00,158.915
2023-04-26 00:00:00,161.44
2023-04-25 00:00:00,156.55
2023-04-24 00:00:00,154.655
2023-04-21 00:00:00,154.015
2023-04-20 00:00:00,151.92
2023-04-19 00:00:00,139.515
2023-04-18 00:00:00,138.365
2023-04-17 00:00:00,138.85
2023-04-14 00:00:00,140.755
2023-04-13 00:00:00,143.7
2023-04-12 00:00:00,144.755
