Date,SWEN
2022-07-07 00:00:00,147.77
2022-07-06 00:00:00,152.07
2022-07-05 00:00:00,146.53
2022-07-04 00:00:00,135.18
2022-07-01 00:00:00,138.63
2022-06-30 00:00:00,134.21
2022-06-29 00:00:00,133.51
2022-06-28 00:00:00,133.07
2022-06-27 00:00:00,132.13
2022-06-24 00:00:00,130.23
2022-06-23 00:00:00,124.25
2022-06-22 00:00:00,124.21
2022-06-21 00:00:00,124.22
2022-06-20 00:00:00,124.33
2022-06-17 00:00:00,124.1
2022-06-16 00:00:00,124.12
2022-06-15 00:00:00,123.9
2022-06-14 00:00:00,124.05
2022-06-13 00:00:00,122.4
2022-06-10 00:00:00,121.34
2022-06-09 00:00:00,121.88
2022-06-08 00:00:00,121.04
2022-06-07 00:00:00,120.72
2022-06-06 00:00:00,121.36
2022-06-03 00:00:00,128.87
2022-06-02 00:00:00,128.71
2022-06-01 00:00:00,120.23
2022-05-31 00:00:00,125.97
2022-05-30 00:00:00,119.79
2022-05-27 00:00:00,120.19
2022-05-26 00:00:00,120.24
2022-05-25 00:00:00,120.59
2022-05-24 00:00:00,120.62
2022-05-23 00:00:00,120.31
2022-05-20 00:00:00,120.68
2022-05-19 00:00:00,120.57
2022-05-18 00:00:00,118.83
2022-05-17 00:00:00,118.78
2022-05-16 00:00:00,118.19
2022-05-13 00:00:00,117.13
2022-05-12 00:00:00,118.31
2022-05-11 00:00:00,116.68
2022-05-10 00:00:00,117.24
2022-05-09 00:00:00,118.94
2022-05-06 00:00:00,115.02
2022-05-05 00:00:00,111.89
2022-05-04 00:00:00,111.57
2022-05-03 00:00:00,112.66
2022-05-02 00:00:00,112.63
2022-04-29 00:00:00,112.74
2022-04-28 00:00:00,113.33
2022-04-27 00:00:00,111.9
2022-04-26 00:00:00,110
2022-04-25 00:00:00,110
2022-04-22 00:00:00,108.33
2022-04-21 00:00:00,109.65
2022-04-20 00:00:00,107.17
2022-04-19 00:00:00,107.04
2022-04-18 00:00:00,106.96
2022-04-15 00:00:00,107.01
2022-04-14 00:00:00,107.12
2022-04-13 00:00:00,107.48
2022-04-12 00:00:00,107.66
2022-04-11 00:00:00,108.79
2022-04-08 00:00:00,109.67
2022-04-07 00:00:00,104.48
2022-04-06 00:00:00,104.01
2022-04-05 00:00:00,104.58
2022-04-04 00:00:00,105.82
2022-04-01 00:00:00,105.36
2022-03-31 00:00:00,105.19
2022-03-30 00:00:00,105.04
2022-03-29 00:00:00,105.1
2022-03-28 00:00:00,108.56
2022-03-25 00:00:00,107.33
2022-03-24 00:00:00,109.6
2022-03-23 00:00:00,108.73
2022-03-22 00:00:00,108.41
2022-03-21 00:00:00,109.5
2022-03-18 00:00:00,103.54
2022-03-17 00:00:00,103.8
2022-03-16 00:00:00,103.44
2022-03-15 00:00:00,103.48
2022-03-14 00:00:00,101.14
2022-03-11 00:00:00,102.6
2022-03-10 00:00:00,103.78
2022-03-09 00:00:00,103.73
2022-03-08 00:00:00,103.05
2022-03-07 00:00:00,109.55
2022-03-04 00:00:00,97.76
2022-03-03 00:00:00,94.12
2022-03-02 00:00:00,94.28
2022-03-01 00:00:00,91.94
2022-02-28 00:00:00,92.73
2022-02-25 00:00:00,91.36
2022-02-24 00:00:00,88.3
2022-02-23 00:00:00,88.05
2022-02-22 00:00:00,87
2022-02-21 00:00:00,88.42
2022-02-18 00:00:00,86.36
2022-02-17 00:00:00,88.44
2022-02-16 00:00:00,88.55
2022-02-15 00:00:00,87.27
2022-02-14 00:00:00,88.5
2022-02-11 00:00:00,88.68
2022-02-10 00:00:00,88.16
2022-02-09 00:00:00,88.07
2022-02-08 00:00:00,88.64
2022-02-07 00:00:00,89.62
2022-02-04 00:00:00,87.53
2022-02-03 00:00:00,86.87
2022-02-02 00:00:00,86.21
2022-02-01 00:00:00,86.76
2022-01-31 00:00:00,87.67
2022-01-28 00:00:00,87.58
2022-01-27 00:00:00,88.43
2022-01-26 00:00:00,87.82
2022-01-25 00:00:00,86.93
2022-01-24 00:00:00,87.68
2022-01-21 00:00:00,86.09
2022-01-20 00:00:00,87.86
2022-01-19 00:00:00,87.6
2022-01-18 00:00:00,84.74
2022-01-17 00:00:00,87.41
2022-01-14 00:00:00,88.02
