Date,SEB
2023-05-30 00:00:00,228.82
2023-05-29 00:00:00,229.16
2023-05-26 00:00:00,228.86
2023-05-25 00:00:00,230
2023-05-24 00:00:00,230
2023-05-23 00:00:00,230
2023-05-22 00:00:00,230
2023-05-19 00:00:00,232.18
2023-05-18 00:00:00,236.55
2023-05-17 00:00:00,238.92
2023-05-16 00:00:00,238.83
2023-05-15 00:00:00,236.89
2023-05-12 00:00:00,239.43
2023-05-11 00:00:00,239.84
2023-05-10 00:00:00,237.79
2023-05-09 00:00:00,237.62
2023-05-08 00:00:00,224.12
2023-05-05 00:00:00,224.43
2023-05-04 00:00:00,224.06
2023-05-03 00:00:00,220.34
2023-05-02 00:00:00,220.76
2023-05-01 00:00:00,220.29
2023-04-28 00:00:00,219.36
2023-04-27 00:00:00,218.49
2023-04-26 00:00:00,214.6
2023-04-25 00:00:00,214.32
2023-04-24 00:00:00,213.09
2023-04-21 00:00:00,212.78
2023-04-20 00:00:00,211.59
2023-04-19 00:00:00,210
2023-04-18 00:00:00,206.82
2023-04-17 00:00:00,204.94
2023-04-14 00:00:00,202.54
2023-04-13 00:00:00,201.31
2023-04-12 00:00:00,201.7
2023-04-11 00:00:00,208.29
2023-04-10 00:00:00,197.23
2023-04-07 00:00:00,196.22
2023-04-06 00:00:00,196.62
2023-04-05 00:00:00,185.58
2023-04-04 00:00:00,167.05
2023-04-03 00:00:00,180.4
2023-03-31 00:00:00,170.45
2023-03-30 00:00:00,139.21
2023-03-29 00:00:00,140.07
2023-03-28 00:00:00,141.24
2023-03-27 00:00:00,147.15
2023-03-24 00:00:00,147.06
2023-03-23 00:00:00,144.39
2023-03-22 00:00:00,146.21
2023-03-21 00:00:00,149.05
2023-03-20 00:00:00,143.52
2023-03-17 00:00:00,135.69
2023-03-16 00:00:00,138.66
2023-03-15 00:00:00,135
2023-03-14 00:00:00,135
2023-03-13 00:00:00,135
2023-03-10 00:00:00,135
2023-03-09 00:00:00,133.28
2023-03-08 00:00:00,131.48
2023-03-07 00:00:00,133.45
2023-03-06 00:00:00,132.41
2023-03-03 00:00:00,132.54
2023-03-02 00:00:00,136.64
2023-03-01 00:00:00,136.29
2023-02-28 00:00:00,138.65
2023-02-27 00:00:00,139.49
2023-02-24 00:00:00,142.2
2023-02-23 00:00:00,139.94
2023-02-22 00:00:00,142.98
2023-02-21 00:00:00,147.98
2023-02-20 00:00:00,141.5
2023-02-17 00:00:00,149.41
2023-02-16 00:00:00,152.7
2023-02-15 00:00:00,148.57
2023-02-14 00:00:00,147.7
2023-02-13 00:00:00,145.68
2023-02-10 00:00:00,150.65
2023-02-09 00:00:00,146.25
2023-02-08 00:00:00,146.38
2023-02-07 00:00:00,147.89
2023-02-06 00:00:00,138.64
2023-02-03 00:00:00,142.89
2023-02-02 00:00:00,145.33
2023-02-01 00:00:00,152.24
2023-01-31 00:00:00,150.5
2023-01-30 00:00:00,146.03
2023-01-27 00:00:00,149.27
2023-01-26 00:00:00,145.21
2023-01-25 00:00:00,149.52
2023-01-24 00:00:00,145.96
2023-01-23 00:00:00,150.54
2023-01-20 00:00:00,142.39
2023-01-19 00:00:00,155.73
2023-01-18 00:00:00,153.06
2023-01-17 00:00:00,148.96
2023-01-16 00:00:00,155.97
2023-01-13 00:00:00,155.26
2023-01-12 00:00:00,145.61
2023-01-11 00:00:00,145.34
2023-01-10 00:00:00,149.62
2023-01-09 00:00:00,152.24
2023-01-06 00:00:00,151.43
2023-01-05 00:00:00,156.17
2023-01-04 00:00:00,160.29
2023-01-03 00:00:00,160.4
2023-01-02 00:00:00,151.13
2022-12-30 00:00:00,152.53
2022-12-29 00:00:00,154.07
2022-12-28 00:00:00,154.6
2022-12-27 00:00:00,154.1
2022-12-26 00:00:00,154.59
2022-12-23 00:00:00,155.15
2022-12-22 00:00:00,162.36
2022-12-21 00:00:00,157.15
2022-12-20 00:00:00,162.96
2022-12-19 00:00:00,161.55
2022-12-16 00:00:00,150.02
2022-12-15 00:00:00,151.45
2022-12-14 00:00:00,154.72
2022-12-13 00:00:00,146.26
2022-12-12 00:00:00,152.7
2022-12-09 00:00:00,152.36
2022-12-08 00:00:00,157.56
2022-12-07 00:00:00,146.33
2022-12-06 00:00:00,153.46
2022-12-05 00:00:00,153.64
2022-12-02 00:00:00,147.44
2022-12-01 00:00:00,151.53
2022-11-30 00:00:00,154.11
2022-11-29 00:00:00,152.29
2022-11-28 00:00:00,148.61
2022-11-25 00:00:00,153.64
2022-11-24 00:00:00,158.05
2022-11-23 00:00:00,147.51
2022-11-22 00:00:00,158.02
2022-11-21 00:00:00,156.3
2022-11-18 00:00:00,156.75
2022-11-17 00:00:00,157.85
2022-11-16 00:00:00,154.4
2022-11-15 00:00:00,154.39
2022-11-14 00:00:00,156.81
2022-11-11 00:00:00,157.68
2022-11-10 00:00:00,158.47
2022-11-09 00:00:00,155.55
2022-11-08 00:00:00,158.54
2022-11-07 00:00:00,155.66
2022-11-04 00:00:00,158.68
2022-11-03 00:00:00,152.58
2022-11-02 00:00:00,155.49
2022-11-01 00:00:00,152.67
2022-10-31 00:00:00,155.62
2022-10-28 00:00:00,152.45
2022-10-27 00:00:00,155.53
2022-10-26 00:00:00,152.41
2022-10-25 00:00:00,156.45
2022-10-24 00:00:00,153.59
2022-10-21 00:00:00,156.51
2022-10-20 00:00:00,155.79
2022-10-19 00:00:00,157.55
2022-10-18 00:00:00,162.52
2022-10-17 00:00:00,160.75
2022-10-14 00:00:00,162.58
2022-10-13 00:00:00,162.36
2022-10-12 00:00:00,161.75
2022-10-11 00:00:00,159.82
2022-10-10 00:00:00,158.56
2022-10-07 00:00:00,158.47
2022-10-06 00:00:00,160.57
2022-10-05 00:00:00,160.14
2022-10-04 00:00:00,160.18
2022-10-03 00:00:00,160.1
2022-09-30 00:00:00,160.45
2022-09-29 00:00:00,154.79
2022-09-28 00:00:00,152.91
2022-09-27 00:00:00,155.78
2022-09-26 00:00:00,156.55
2022-09-23 00:00:00,155.93
2022-09-22 00:00:00,155.2
2022-09-21 00:00:00,155.08
2022-09-20 00:00:00,156.05
2022-09-19 00:00:00,149.39
2022-09-16 00:00:00,151.34
2022-09-15 00:00:00,151.44
2022-09-14 00:00:00,150.99
2022-09-13 00:00:00,151.12
2022-09-12 00:00:00,151.3
2022-09-09 00:00:00,150.64
2022-09-08 00:00:00,151.83
2022-09-07 00:00:00,151.06
2022-09-06 00:00:00,151.19
2022-09-05 00:00:00,151.22
2022-09-02 00:00:00,151.15
2022-09-01 00:00:00,151.47
2022-08-31 00:00:00,151.04
2022-08-30 00:00:00,149.5
2022-08-29 00:00:00,147.73
2022-08-26 00:00:00,149.64
2022-08-25 00:00:00,150.12
2022-08-24 00:00:00,148.78
2022-08-23 00:00:00,149.2
2022-08-22 00:00:00,147.2
2022-08-19 00:00:00,143.17
2022-08-18 00:00:00,147.27
2022-08-17 00:00:00,146.78
2022-08-16 00:00:00,146.58
2022-08-15 00:00:00,149.69
2022-08-12 00:00:00,144.96
2022-08-11 00:00:00,146.54
2022-08-10 00:00:00,146.63
2022-08-09 00:00:00,149.49
2022-08-08 00:00:00,141.97
2022-08-05 00:00:00,144.65
2022-08-04 00:00:00,150.18
2022-08-03 00:00:00,154.84
2022-08-02 00:00:00,147.52
2022-08-01 00:00:00,153.71
2022-07-29 00:00:00,146.51
2022-07-28 00:00:00,151.74
2022-07-27 00:00:00,152.23
2022-07-26 00:00:00,149.99
2022-07-25 00:00:00,153.32
2022-07-22 00:00:00,149.85
2022-07-21 00:00:00,150.64
2022-07-20 00:00:00,151.95
2022-07-19 00:00:00,156.11
2022-07-18 00:00:00,156.08
2022-07-15 00:00:00,157.08
2022-07-14 00:00:00,158.47
2022-07-13 00:00:00,151.73
2022-07-12 00:00:00,153.7
2022-07-11 00:00:00,157.81
2022-07-08 00:00:00,154.28
2022-07-07 00:00:00,153.37
2022-07-06 00:00:00,158
2022-07-05 00:00:00,150.64
2022-07-04 00:00:00,137.02
2022-07-01 00:00:00,136.99
2022-06-30 00:00:00,136.06
2022-06-29 00:00:00,130.22
2022-06-28 00:00:00,128.93
2022-06-27 00:00:00,129.32
2022-06-24 00:00:00,129.73
2022-06-23 00:00:00,128.29
2022-06-22 00:00:00,125.19
2022-06-21 00:00:00,125.03
2022-06-20 00:00:00,126.25
2022-06-17 00:00:00,127.13
2022-06-16 00:00:00,127.53
2022-06-15 00:00:00,123.83
2022-06-14 00:00:00,124.68
2022-06-13 00:00:00,122.8
2022-06-10 00:00:00,125.98
2022-06-09 00:00:00,124.37
2022-06-08 00:00:00,126.87
2022-06-07 00:00:00,127.84
2022-06-06 00:00:00,125.92
2022-06-03 00:00:00,128.99
2022-06-02 00:00:00,128.66
2022-06-01 00:00:00,129.32
2022-05-31 00:00:00,128.02
2022-05-30 00:00:00,127.28
2022-05-27 00:00:00,129.03
2022-05-26 00:00:00,128.79
2022-05-25 00:00:00,127.04
2022-05-24 00:00:00,126.89
2022-05-23 00:00:00,128.44
2022-05-20 00:00:00,126.58
2022-05-19 00:00:00,127.14
2022-05-18 00:00:00,122.73
2022-05-17 00:00:00,122.84
2022-05-16 00:00:00,122.71
2022-05-13 00:00:00,124.31
2022-05-12 00:00:00,122.53
2022-05-11 00:00:00,122.21
2022-05-10 00:00:00,124.14
2022-05-09 00:00:00,125.24
2022-05-06 00:00:00,122.35
2022-05-05 00:00:00,117.49
2022-05-04 00:00:00,117.74
2022-05-03 00:00:00,116.87
2022-05-02 00:00:00,114.79
2022-04-29 00:00:00,116.81
2022-04-28 00:00:00,116.33
2022-04-27 00:00:00,117.45
2022-04-26 00:00:00,113.71
2022-04-25 00:00:00,114.81
2022-04-22 00:00:00,114.34
2022-04-21 00:00:00,118.01
2022-04-20 00:00:00,117.61
2022-04-19 00:00:00,119.04
2022-04-18 00:00:00,118.19
2022-04-15 00:00:00,117.65
2022-04-14 00:00:00,117.67
2022-04-13 00:00:00,118.01
2022-04-12 00:00:00,117.33
2022-04-11 00:00:00,117.55
2022-04-08 00:00:00,118.08
2022-04-07 00:00:00,116.42
2022-04-06 00:00:00,115.77
2022-04-05 00:00:00,114.27
2022-04-04 00:00:00,113.45
2022-04-01 00:00:00,114.04
2022-03-31 00:00:00,113.78
2022-03-30 00:00:00,113.6
2022-03-29 00:00:00,113.68
2022-03-28 00:00:00,117.42
2022-03-25 00:00:00,116.09
2022-03-24 00:00:00,118.56
2022-03-23 00:00:00,117.62
2022-03-22 00:00:00,117.26
2022-03-21 00:00:00,118.44
2022-03-18 00:00:00,110
2022-03-17 00:00:00,110
2022-03-16 00:00:00,110
2022-03-15 00:00:00,110
2022-03-14 00:00:00,108.44
2022-03-11 00:00:00,110
2022-03-10 00:00:00,110
2022-03-09 00:00:00,110
2022-03-08 00:00:00,111.75
2022-03-07 00:00:00,118.71
2022-03-04 00:00:00,106.29
2022-03-03 00:00:00,106.95
2022-03-02 00:00:00,106.24
2022-03-01 00:00:00,108.34
2022-02-28 00:00:00,106.18
2022-02-25 00:00:00,103.73
2022-02-24 00:00:00,103.61
2022-02-23 00:00:00,100.74
2022-02-22 00:00:00,102.2
2022-02-21 00:00:00,100.22
2022-02-18 00:00:00,103.1
2022-02-17 00:00:00,100.19
2022-02-16 00:00:00,100.03
2022-02-15 00:00:00,101.82
2022-02-14 00:00:00,100.1
2022-02-11 00:00:00,99.84
2022-02-10 00:00:00,100.57
2022-02-09 00:00:00,100.7
2022-02-08 00:00:00,99.91
2022-02-07 00:00:00,98.53
2022-02-04 00:00:00,99.24
2022-02-03 00:00:00,99.57
2022-02-02 00:00:00,99.9
2022-02-01 00:00:00,99.62
2022-01-31 00:00:00,99.17
2022-01-28 00:00:00,99.21
2022-01-27 00:00:00,98.79
2022-01-26 00:00:00,99.09
2022-01-25 00:00:00,99.53
2022-01-24 00:00:00,99.16
2022-01-21 00:00:00,99.96
2022-01-20 00:00:00,99.07
2022-01-19 00:00:00,99.2
2022-01-18 00:00:00,99.61
2022-01-17 00:00:00,98.52
2022-01-14 00:00:00,98.4
2022-01-13 00:00:00,98.6
2022-01-12 00:00:00,98.59
2022-01-11 00:00:00,98.58
2022-01-10 00:00:00,98.93
2022-01-07 00:00:00,98.11
2022-01-06 00:00:00,98.69
2022-01-05 00:00:00,98.72
2022-01-04 00:00:00,98.92
2022-01-03 00:00:00,98.6
2021-12-31 00:00:00,98.84
2021-12-30 00:00:00,98.26
2021-12-29 00:00:00,98.2
2021-12-28 00:00:00,97.3
2021-12-27 00:00:00,97.97
2021-12-24 00:00:00,97.39
2021-12-23 00:00:00,98.23
2021-12-22 00:00:00,98.56
2021-12-21 00:00:00,99.23
2021-12-20 00:00:00,98.8
2021-12-17 00:00:00,98.59
2021-12-16 00:00:00,98.7
2021-12-15 00:00:00,98.55
2021-12-14 00:00:00,98.83
2021-12-13 00:00:00,98.61
2021-12-10 00:00:00,98.58
2021-12-09 00:00:00,98.15
2021-12-08 00:00:00,98.52
2021-12-07 00:00:00,98.65
2021-12-06 00:00:00,98.62
2021-12-03 00:00:00,98.43
2021-12-02 00:00:00,98.68
2021-12-01 00:00:00,98.46
2021-11-30 00:00:00,98.89
2021-11-29 00:00:00,98.56
2021-11-26 00:00:00,98.52
2021-11-25 00:00:00,98.49
2021-11-24 00:00:00,98.54
2021-11-23 00:00:00,98.54
2021-11-22 00:00:00,98.55
2021-11-19 00:00:00,98.76
2021-11-18 00:00:00,98.85
2021-11-17 00:00:00,98.63
2021-11-16 00:00:00,99.11
2021-11-15 00:00:00,98.56
2021-11-12 00:00:00,98.99
2021-11-11 00:00:00,98.49
2021-11-10 00:00:00,98.47
2021-11-09 00:00:00,98.6
2021-11-08 00:00:00,98.6
2021-11-05 00:00:00,98.67
2021-11-04 00:00:00,98.69
2021-11-03 00:00:00,98.87
2021-11-02 00:00:00,99.08
2021-11-01 00:00:00,98.35
2021-10-29 00:00:00,98.86
2021-10-28 00:00:00,99.31
2021-10-27 00:00:00,98.83
2021-10-26 00:00:00,98.92
2021-10-25 00:00:00,99.02
2021-10-22 00:00:00,99.02
2021-10-21 00:00:00,99.27
2021-10-20 00:00:00,99.3
2021-10-19 00:00:00,100.25
2021-10-18 00:00:00,100.8
2021-10-15 00:00:00,99.56
2021-10-14 00:00:00,99.4
2021-10-13 00:00:00,98.62
2021-10-12 00:00:00,98.73
2021-10-11 00:00:00,98.59
2021-10-08 00:00:00,98.88
2021-10-07 00:00:00,98.57
2021-10-06 00:00:00,99.44
2021-10-05 00:00:00,98.28
2021-10-04 00:00:00,98.09
2021-10-01 00:00:00,98.05
2021-09-30 00:00:00,97.86
2021-09-29 00:00:00,97.67
2021-09-28 00:00:00,98.18
2021-09-27 00:00:00,98.37
2021-09-24 00:00:00,97.42
2021-09-23 00:00:00,98.05
2021-09-22 00:00:00,97.89
2021-09-21 00:00:00,97.75
2021-09-20 00:00:00,98.29
2021-09-17 00:00:00,91.19
2021-09-16 00:00:00,91.62
2021-09-15 00:00:00,91.37
2021-09-14 00:00:00,91.86
2021-09-13 00:00:00,90.75
2021-09-10 00:00:00,91.57
2021-09-09 00:00:00,91.28
2021-09-08 00:00:00,91.76
2021-09-07 00:00:00,91.22
2021-09-06 00:00:00,95.4
2021-09-03 00:00:00,95.18
2021-09-02 00:00:00,95.33
2021-09-01 00:00:00,95.2
2021-08-31 00:00:00,95.36
